date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
12/26,3008,富邦-建國,9658,0,22,-22,1.04,10,sell
12/26,3008,康和-嘉義,8459,36,0,36,1.7,11,buy
12/26,3008,美商高盛,1480,49,70,-21,0.99,11,sell
12/26,3008,永豐金-信義,0039004100390052,31,0,31,1.46,12,buy
12/26,3008,玉山-台南,8847,0,18,-18,0.85,12,sell
12/26,3008,元大證券,9800,177,163,14,0.66,13,buy
12/26,3008,統一,5850,21,38,-17,0.8,13,sell
12/26,3008,港商麥格理,1360,14,0,14,0.66,14,buy
12/26,3008,兆豐-新竹,0037003000300056,25,40,-15,0.71,14,sell
12/26,3008,兆豐證券,7000,15,2,13,0.61,15,buy
12/26,3008,華南永昌,9300,20,33,-13,0.61,15,sell
12/26,3715,富邦證券,9600,1307,831,476,1.2,1,buy
12/26,3715,群益金鼎,9100,147,919,-772,1.95,1,sell
12/26,3715,港商野村,1560,485,12,473,1.19,2,buy
12/26,3715,中國信託,6160,98,666,-568,1.43,2,sell
12/26,3715,美商高盛,1480,2128,1768,360,0.91,3,buy
12/26,3715,元大-土城永寧,9875,74,573,-499,1.26,3,sell
12/26,3715,美林,1440,484,124,360,0.91,4,buy
12/26,3715,凱基-站前,0039003200300046,304,697,-393,0.99,4,sell
12/26,3715,台灣摩根士丹利,1470,1094,737,357,0.9,5,buy
12/26,3715,(牛牛牛)亞證券,6010,1,299,-298,0.75,5,sell
12/26,3715,永豐金證券,0039004100300030,508,179,329,0.83,6,buy
12/26,3715,兆豐-新竹,0037003000300056,15,313,-298,0.75,6,sell
12/26,3715,兆豐證券,7000,226,4,222,0.56,7,buy
12/26,3715,台新證券,8150,695,987,-292,0.74,7,sell
12/26,3715,元富,5920,240,29,211,0.53,8,buy
12/26,3715,國泰-敦南,8888,795,1032,-237,0.6,8,sell
12/26,3715,統一-城中,5854,217,12,205,0.52,9,buy
12/26,3715,凱基-高雄,9206,34,239,-205,0.52,9,sell
12/26,3715,元大-竹科,003900380030004b,285,113,172,0.43,10,buy
12/26,3715,國票-中和,0037003700390058,115,217,-102,0.26,10,sell
12/26,3715,國票-中正,7797,188,34,154,0.39,11,buy
12/26,3715,永豐金-內湖,0039004100390067,51,127,-76,0.19,11,sell
12/26,3715,台新-松江,8158,171,17,154,0.39,12,buy
12/26,3715,康和-嘉義,8459,25,100,-75,0.19,12,sell
12/26,3715,新光-台中,8561,275,171,104,0.26,13,buy
12/26,3715,凱基-台北,9268,2745,2818,-73,0.18,13,sell
12/26,3715,凱基-林口,9257,118,17,101,0.25,14,buy
12/26,3715,國票-北高雄,003700370039004a,6,69,-63,0.16,14,sell
12/26,3715,元大-信義,003900380039006d,89,7,82,0.21,15,buy
12/26,3715,富邦-羅東,9634,32,90,-58,0.15,15,sell
12/26,2357,中國信託,6160,1678,2,1676,19.77,1,buy
12/26,2357,台灣摩根士丹利,1470,112,1554,-1442,17.01,1,sell
12/26,2357,元富,5920,1679,230,1449,17.09,2,buy
12/26,2357,摩根大通,8440,156,1319,-1163,13.72,2,sell
12/26,2357,兆豐證券,7000,1271,0,1271,14.99,3,buy
12/26,2357,新加坡商瑞銀,1650,8,695,-687,8.1,3,sell
12/26,2357,凱基,9200,250,1,249,2.94,4,buy
12/26,2357,美林,1440,41,425,-384,4.53,4,sell
12/26,2357,凱基-高美館,9215,59,3,56,0.66,5,buy
12/26,2357,凱基-台北,9268,256,571,-315,3.72,5,sell
12/26,2357,康和,8450,24,0,24,0.28,6,buy
12/26,2357,美商高盛,1480,106,358,-252,2.97,6,sell
12/26,2357,元大-敦化,9833,22,0,22,0.26,7,buy
12/26,2357,第一金,5380,0,246,-246,2.9,7,sell
12/26,2357,統一-內湖,0035003800350062,20,0,20,0.24,8,buy
12/26,2357,國票-敦北法人,0037003700390063,15,133,-118,1.39,8,sell
12/26,2357,富邦-宜蘭,9686,20,1,19,0.22,9,buy
12/26,2357,香港上海匯豐,8960,0,88,-88,1.04,9,sell
12/26,2357,臺銀,1040,18,3,15,0.18,10,buy
12/26,2357,國泰證券,8880,3,77,-74,0.87,10,sell
12/26,2357,華南永昌-頭份,9343,16,1,15,0.18,11,buy
12/26,2357,港商野村,1560,0,52,-52,0.61,11,sell
12/26,2357,元大-左營,0039003800390044,14,0,14,0.17,12,buy
12/26,2357,大和國泰,8890,0,40,-40,0.47,12,sell
12/26,2357,國泰-板橋,003800380038004b,16,5,11,0.13,13,buy
12/26,2357,永豐金證券,0039004100300030,125,164,-39,0.46,13,sell
12/26,2357,永興-大墩,5604,10,0,10,0.12,14,buy
12/26,2357,法銀巴黎,8900,0,32,-32,0.38,14,sell
12/26,2357,統一,5850,12,2,10,0.12,15,buy
12/26,2357,合庫-鳳山,1029,2,34,-32,0.38,15,sell
12/26,0050,永豐金證券,0039004100300030,16326,1374,14952,21.11,1,buy
12/26,0050,國泰-敦南,8888,1248,4234,-2986,4.22,1,sell
12/26,0050,元大證券,9800,11876,3461,8415,11.88,2,buy
12/26,0050,宏遠證券,1260,25,1887,-1862,2.63,2,sell
12/26,0050,凱基-雙和,0039003200300043,4673,18,4655,6.57,3,buy
12/26,0050,兆豐證券,7000,9,758,-749,1.06,3,sell
12/26,0050,凱基-台北,9268,4371,691,3680,5.2,4,buy
12/26,0050,國泰-板橋,003800380038004b,159,854,-695,0.98,4,sell
12/26,0050,國泰證券,8880,3275,55,3220,4.55,5,buy
12/26,0050,國泰-台中,8882,150,687,-537,0.76,5,sell
12/26,0050,新加坡商瑞銀,1650,2483,0,2483,3.51,6,buy
12/26,0050,國泰-桃園,8885,109,643,-534,0.75,6,sell
12/26,0050,富邦證券,9600,1973,308,1665,2.35,7,buy
12/26,0050,台新-高雄,0038003100350041,52,517,-465,0.66,7,sell
12/26,0050,花旗環球,1590,1435,0,1435,2.03,8,buy
12/26,0050,新光,8560,274,703,-429,0.61,8,sell
12/26,0050,凱基,9200,912,3,909,1.28,9,buy
12/26,0050,國泰-台南,8884,117,517,-400,0.56,9,sell
12/26,0050,中國信託,6160,782,496,286,0.4,10,buy
12/26,0050,國泰-館前,0038003800380041,309,653,-344,0.49,10,sell
12/26,0050,元富,5920,501,230,271,0.38,11,buy
12/26,0050,新光-新竹,8563,63,380,-317,0.45,11,sell
12/26,0050,群益金鼎,9100,262,50,212,0.3,12,buy
12/26,0050,新光-台中,8561,136,449,-313,0.44,12,sell
12/26,0050,合庫證券,1020,226,95,131,0.18,13,buy
12/26,0050,富邦-彰化,0039003600350055,12,322,-310,0.44,13,sell
12/26,0050,元大-大甲,0039003800390055,184,66,118,0.17,14,buy
12/26,0050,國泰-新莊,8886,25,311,-286,0.4,14,sell
12/26,0050,玉山-台南,8847,253,143,110,0.16,15,buy
12/26,0050,臺銀,1040,119,395,-276,0.39,15,sell
12/26,2454,永豐金證券,0039004100300030,617,143,474,14.73,1,buy
12/26,2454,台灣摩根士丹利,1470,19,350,-331,10.28,1,sell
12/26,2454,元大證券,9800,389,157,232,7.21,2,buy
12/26,2454,新加坡商瑞銀,1650,11,331,-320,9.94,2,sell
12/26,2454,富邦證券,9600,115,23,92,2.86,3,buy
12/26,2454,美林,1440,22,214,-192,5.96,3,sell
12/26,2454,凱基,9200,99,17,82,2.55,4,buy
12/26,2454,摩根大通,8440,17,180,-163,5.06,4,sell
12/26,2454,統一,5850,53,17,36,1.12,5,buy
12/26,2454,美商高盛,1480,22,149,-127,3.95,5,sell
12/26,2454,元大-羅東,0039003800320041,35,0,35,1.09,6,buy
12/26,2454,國泰證券,8880,22,134,-112,3.48,6,sell
12/26,2454,彰銀,1230,27,0,27,0.84,7,buy
12/26,2454,花旗環球,1590,0,111,-111,3.45,7,sell
12/26,2454,華南永昌-高雄,9303,22,1,21,0.65,8,buy
12/26,2454,凱基-台北,9268,46,151,-105,3.26,8,sell
12/26,2454,國泰-敦南,8888,50,29,21,0.65,9,buy
12/26,2454,第一金-忠孝,0035003300380044,0,58,-58,1.8,9,sell
12/26,2454,永豐金-台南,0039004100390068,20,4,16,0.5,10,buy
12/26,2454,台新證券,8150,39,94,-55,1.71,10,sell
12/26,2454,元大-天母,0039003800310049,13,0,13,0.4,11,buy
12/26,2454,華南永昌,9300,4,49,-45,1.4,11,sell
12/26,2454,元富-三重,5923,12,0,12,0.37,12,buy
12/26,2454,(牛牛牛)亞證券,6010,0,34,-34,1.06,12,sell
12/26,2454,元大-斗六,0039003800300043,12,0,12,0.37,13,buy
12/26,2454,群益金鼎-三重,0039003100330067,0,21,-21,0.65,13,sell
12/26,2454,兆豐-台中,7003,11,0,11,0.34,14,buy
12/26,2454,群益金鼎-鳳山,0039003100380063,0,19,-19,0.59,14,sell
12/26,2454,第一金-新竹,0035003300380042,11,0,11,0.34,15,buy
12/26,2454,國票證券,7790,1,15,-14,0.43,15,sell
12/26,2382,臺銀,1040,510,6,504,3.03,1,buy
12/26,2382,新加坡商瑞銀,1650,3,2602,-2599,15.65,1,sell
12/26,2382,兆豐-公益,003700300030004a,310,2,308,1.85,2,buy
12/26,2382,美商高盛,1480,77,1754,-1677,10.1,2,sell
12/26,2382,群益金鼎,9100,217,0,217,1.31,3,buy
12/26,2382,元富,5920,287,1263,-976,5.88,3,sell
12/26,2382,國泰-敦南,8888,585,377,208,1.25,4,buy
12/26,2382,美林,1440,517,1161,-644,3.88,4,sell
12/26,2382,元大證券,9800,992,789,203,1.22,5,buy
12/26,2382,國票-敦北法人,0037003700390063,6,494,-488,2.94,5,sell
12/26,2382,凱基,9200,206,3,203,1.22,6,buy
12/26,2382,凱基-台北,9268,348,764,-416,2.5,6,sell
12/26,2382,新光,8560,234,40,194,1.17,7,buy
12/26,2382,台灣摩根士丹利,1470,255,600,-345,2.08,7,sell
12/26,2382,永豐金證券,0039004100300030,197,50,147,0.89,8,buy
12/26,2382,兆豐-南門,0037003000300067,4,249,-245,1.48,8,sell
12/26,2382,群益金鼎-海山,9108,126,2,124,0.75,9,buy
12/26,2382,群益金鼎-古亭,0039003100380043,22,266,-244,1.47,9,sell
12/26,2382,台新證券,8150,150,39,111,0.67,10,buy
12/26,2382,大和國泰,8890,0,230,-230,1.38,10,sell
12/26,2382,永豐金-萬盛,0039004100390032,130,22,108,0.65,11,buy
12/26,2382,凱基-站前,0039003200300046,28,251,-223,1.34,11,sell
12/26,2382,富邦-建國,9658,89,4,85,0.51,12,buy
12/26,2382,元大-復北,9872,26,225,-199,1.2,12,sell
12/26,2382,元大-基隆,0039003800390059,84,0,84,0.51,13,buy
12/26,2382,第一金-台中,5382,5,87,-82,0.49,13,sell
12/26,2382,華南永昌,9300,84,1,83,0.5,14,buy
12/26,2382,法銀巴黎,8900,0,75,-75,0.45,14,sell
12/26,2382,永豐金-中正,0039004100390055,86,6,80,0.48,15,buy
12/26,2382,國泰證券,8880,23,91,-68,0.41,15,sell
12/26,2313,永豐金-羅東,0039004100390041,740,2,738,1.73,1,buy
12/26,2313,新加坡商瑞銀,1650,621,2793,-2172,5.08,1,sell
12/26,2313,國泰-敦南,8888,1350,1044,306,0.72,2,buy
12/26,2313,美林,1440,220,2127,-1907,4.46,2,sell
12/26,2313,福邦證券,6480,307,6,301,0.7,3,buy
12/26,2313,凱基-台北,9268,1975,3324,-1349,3.16,3,sell
12/26,2313,元富-大昌,0035003900320044,283,10,273,0.64,4,buy
12/26,2313,台灣摩根士丹利,1470,354,1628,-1274,2.98,4,sell
12/26,2313,群益金鼎-永和,003900310038004a,357,132,225,0.53,5,buy
12/26,2313,富邦證券,9600,847,1782,-935,2.19,5,sell
12/26,2313,玉山證券,8840,277,66,211,0.49,6,buy
12/26,2313,港商野村,1560,30,747,-717,1.68,6,sell
12/26,2313,新光,8560,531,322,209,0.49,7,buy
12/26,2313,摩根大通,8440,224,892,-668,1.56,7,sell
12/26,2313,群益金鼎-忠孝,0039003100380057,216,24,192,0.45,8,buy
12/26,2313,統一,5850,218,857,-639,1.5,8,sell
12/26,2313,玉山-左營,0038003800340044,196,30,166,0.39,9,buy
12/26,2313,美商高盛,1480,3,637,-634,1.48,9,sell
12/26,2313,群益金鼎-古亭,0039003100380043,176,11,165,0.39,10,buy
12/26,2313,花旗環球,1590,0,408,-408,0.95,10,sell
12/26,2313,第一金-忠孝,0035003300380044,182,25,157,0.37,11,buy
12/26,2313,凱基-長庚,9233,14,305,-291,0.68,11,sell
12/26,2313,國票-安和,003700370039005a,260,110,150,0.35,12,buy
12/26,2313,永豐金-敦北,0039004100380039,19,216,-197,0.46,12,sell
12/26,2313,合庫-台南,1022,170,20,150,0.35,13,buy
12/26,2313,元富-台中,5925,15,210,-195,0.46,13,sell
12/26,2313,華南永昌-大安,9307,182,34,148,0.35,14,buy
12/26,2313,凱基,9200,20,194,-174,0.41,14,sell
12/26,2313,新光-新竹,8563,190,44,146,0.34,15,buy
12/26,2313,元富,5920,52,213,-161,0.38,15,sell
12/26,6442,富邦證券,9600,157,73,84,2.64,1,buy
12/26,6442,美商高盛,1480,74,213,-139,4.37,1,sell
12/26,6442,凱基,9200,69,9,60,1.88,2,buy
12/26,6442,港商野村,1560,0,122,-122,3.83,2,sell
12/26,6442,台新證券,8150,77,26,51,1.6,3,buy
12/26,6442,摩根大通,8440,10,78,-68,2.14,3,sell
12/26,6442,元大-台北,0039003800300068,52,3,49,1.54,4,buy
12/26,6442,台灣摩根士丹利,1470,9,57,-48,1.51,4,sell
12/26,6442,(牛牛牛)亞證券,6010,31,0,31,0.97,5,buy
12/26,6442,新加坡商瑞銀,1650,5,43,-38,1.19,5,sell
12/26,6442,元大-忠孝鼎富,0039003800320046,30,0,30,0.94,6,buy
12/26,6442,元大-竹科,003900380030004b,11,37,-26,0.82,6,sell
12/26,6442,大和國泰,8890,29,0,29,0.91,7,buy
12/26,6442,凱基-台北,9268,239,257,-18,0.57,7,sell
12/26,6442,國票-安和,003700370039005a,20,1,19,0.6,8,buy
12/26,6442,永豐金-信義,0039004100390052,2,20,-18,0.57,8,sell
12/26,6442,港商麥格理,1360,18,0,18,0.57,9,buy
12/26,6442,元大證券,9800,161,179,-18,0.57,9,sell
12/26,6442,國泰證券,8880,20,6,14,0.44,10,buy
12/26,6442,永豐金-內湖,0039004100390067,1,18,-17,0.53,10,sell
12/26,6442,台新-台中,0038003100350042,22,9,13,0.41,11,buy
12/26,6442,富邦-板橋,9655,11,27,-16,0.5,11,sell
12/26,6442,玉山-士林,0038003800340041,12,0,12,0.38,12,buy
12/26,6442,土銀-建國,0031003000330041,0,15,-15,0.47,12,sell
12/26,6442,群益金鼎-敦南,9101,12,1,11,0.35,13,buy
12/26,6442,陽信-高雄,8713,0,15,-15,0.47,13,sell
12/26,6442,統一-城中,5854,12,1,11,0.35,14,buy
12/26,6442,美林,1440,59,73,-14,0.44,14,sell
12/26,6442,國泰-台中,8882,26,15,11,0.35,15,buy
12/26,6442,兆豐-民生,0037003000300063,0,13,-13,0.41,15,sell
12/26,3045,第一金,5380,9141,10,9131,24.05,1,buy
12/26,3045,永豐金-桃盛,003900410039004e,1,2604,-2603,6.86,1,sell
12/26,3045,元大證券,9800,13546,6622,6924,18.24,2,buy
12/26,3045,台新證券,8150,23,2241,-2218,5.84,2,sell
12/26,3045,元富,5920,3918,5,3913,10.31,3,buy
12/26,3045,新加坡商瑞銀,1650,10,1351,-1341,3.53,3,sell
12/26,3045,美林,1440,320,29,291,0.77,4,buy
12/26,3045,美商高盛,1480,143,918,-775,2.04,4,sell
12/26,3045,國泰-高雄,8881,168,109,59,0.16,5,buy
12/26,3045,新光,8560,19,601,-582,1.53,5,sell
12/26,3045,中國信託-永康,6163,20,4,16,0.04,6,buy
12/26,3045,富邦證券,9600,16,524,-508,1.34,6,sell
12/26,3045,永豐金-嘉義,003900410039006a,6,0,6,0.02,7,buy
12/26,3045,中國信託,6160,2,427,-425,1.12,7,sell
12/26,3045,台新-三民,8156,7,2,5,0.01,8,buy
12/26,3045,摩根大通,8440,501,886,-385,1.01,8,sell
12/26,3045,元大-樹林,003900380039006a,10,6,4,0.01,9,buy
12/26,3045,統一-士林,003500380035004d,0,332,-332,0.87,9,sell
12/26,3045,花旗環球,1590,3,0,3,0.01,10,buy
12/26,3045,永豐金證券,0039004100300030,12,316,-304,0.8,10,sell
12/26,3045,統一-彰化,0035003800350046,4,1,3,0.01,11,buy
12/26,3045,國泰-敦南,8888,17,319,-302,0.8,11,sell
12/26,3045,永豐金-忠孝,0039004100390044,3,1,2,0.01,12,buy
12/26,3045,亞東,2180,0,291,-291,0.77,12,sell
12/26,3045,永豐金-南京,0039004100390053,7,5,2,0.01,13,buy
12/26,3045,凱基-台北,9268,1354,1633,-279,0.73,13,sell
12/26,3045,玉山-數位,003800380034004d,1,0,1,0.0,14,buy
12/26,3045,統一-高雄,5851,0,276,-276,0.73,14,sell
12/26,3045,華南永昌-敦南,9347,1,0,1,0.0,15,buy
12/26,3045,元富-林園,5927,0,252,-252,0.66,15,sell
12/26,3711,新加坡商瑞銀,1650,3655,233,3422,20.01,1,buy
12/26,3711,元大證券,9800,1446,9033,-7587,44.37,1,sell
12/26,3711,台灣摩根士丹利,1470,3555,311,3244,18.97,2,buy
12/26,3711,國泰-敦南,8888,54,140,-86,0.5,2,sell
12/26,3711,美商高盛,1480,1262,386,876,5.12,3,buy
12/26,3711,國票-台中,0037003700390076,0,73,-73,0.43,3,sell
12/26,3711,富邦證券,9600,721,7,714,4.18,4,buy
12/26,3711,國泰-台中,8882,11,79,-68,0.4,4,sell
12/26,3711,凱基-台北,9268,943,370,573,3.35,5,buy
12/26,3711,永豐金-台中,003900410039004c,1,67,-66,0.39,5,sell
12/26,3711,中國信託,6160,520,8,512,2.99,6,buy
12/26,3711,玉山證券,8840,8,69,-61,0.36,6,sell
12/26,3711,康和,8450,500,0,500,2.92,7,buy
12/26,3711,統一,5850,14,75,-61,0.36,7,sell
12/26,3711,美林,1440,1043,575,468,2.74,8,buy
12/26,3711,元大-板橋,0039003800390043,3,60,-57,0.33,8,sell
12/26,3711,凱基,9200,296,0,296,1.73,9,buy
12/26,3711,國泰-板橋,003800380038004b,9,61,-52,0.3,9,sell
12/26,3711,永豐金-台南,0039004100390068,200,52,148,0.87,10,buy
12/26,3711,永豐金-市政,0039004100390057,7,56,-49,0.29,10,sell
12/26,3711,元大-南海,0039003800300052,131,0,131,0.77,11,buy
12/26,3711,合庫-台中,1021,1,50,-49,0.29,11,sell
12/26,3711,花旗環球,1590,137,19,118,0.69,12,buy
12/26,3711,兆豐-新莊,0037003000300077,2,51,-49,0.29,12,sell
12/26,3711,永豐金證券,0039004100300030,112,54,58,0.34,13,buy
12/26,3711,元大-館前,003900380034004b,1,43,-42,0.25,13,sell
12/26,3711,港商野村,1560,50,7,43,0.25,14,buy
12/26,3711,台新-左楠,8157,2,43,-41,0.24,14,sell
12/26,3711,國票證券,7790,43,3,40,0.23,15,buy
12/26,3711,富邦-陽明,9604,7,47,-40,0.23,15,sell
12/26,3167,美商高盛,1480,1518,395,1123,6.77,1,buy
12/26,3167,富邦-建國,9658,188,335,-147,0.89,1,sell
12/26,3167,新加坡商瑞銀,1650,962,415,547,3.3,2,buy
12/26,3167,國泰證券,8880,2,118,-116,0.7,2,sell
12/26,3167,台灣摩根士丹利,1470,476,23,453,2.73,3,buy
12/26,3167,彰銀-台中,1233,0,104,-104,0.63,3,sell
12/26,3167,摩根大通,8440,458,156,302,1.82,4,buy
12/26,3167,國泰-敦南,8888,319,416,-97,0.58,4,sell
12/26,3167,凱基-台北,9268,1475,1249,226,1.36,5,buy
12/26,3167,統一-士林,003500380035004d,13,95,-82,0.49,5,sell
12/26,3167,富邦證券,9600,274,48,226,1.36,6,buy
12/26,3167,永豐金證券,0039004100300030,58,123,-65,0.39,6,sell
12/26,3167,港商野村,1560,208,6,202,1.22,7,buy
12/26,3167,玉山證券,8840,37,95,-58,0.35,7,sell
12/26,3167,台新證券,8150,335,137,198,1.19,8,buy
12/26,3167,富邦-新板,0039003600310048,28,86,-58,0.35,8,sell
12/26,3167,美林,1440,273,94,179,1.08,9,buy
12/26,3167,福邦證券,6480,0,57,-57,0.34,9,sell
12/26,3167,華南永昌,9300,182,40,142,0.86,10,buy
12/26,3167,新光,8560,207,263,-56,0.34,10,sell
12/26,3167,凱基-中山,9229,143,25,118,0.71,11,buy
12/26,3167,富邦-永和,9654,28,83,-55,0.33,11,sell
12/26,3167,凱基,9200,116,0,116,0.7,12,buy
12/26,3167,統一-員林,0035003800350049,3,55,-52,0.31,12,sell
12/26,3167,富邦-板橋,9655,141,43,98,0.59,13,buy
12/26,3167,永豐金-敦南,0039004100380046,16,61,-45,0.27,13,sell
12/26,3167,永豐金-敦北,0039004100380039,199,101,98,0.59,14,buy
12/26,3167,亞東-高雄,2186,1,45,-44,0.27,14,sell
12/26,3167,元大-華山,0039003800310055,61,7,54,0.33,15,buy
12/26,3167,凱基-城中,9227,21,64,-43,0.26,15,sell
12/26,6515,富邦證券,9600,170,26,144,10.67,1,buy
12/26,6515,中國信託,6160,4,100,-96,7.11,1,sell
12/26,6515,統一,5850,110,5,105,7.78,2,buy
12/26,6515,元大-和平,9863,1,24,-23,1.7,2,sell
12/26,6515,元大證券,9800,374,272,102,7.56,3,buy
12/26,6515,國泰-敦南,8888,0,19,-19,1.41,3,sell
12/26,6515,凱基-台北,9268,101,20,81,6.0,4,buy
12/26,6515,國泰證券,8880,3,17,-14,1.04,4,sell
12/26,6515,永豐金證券,0039004100300030,66,4,62,4.59,5,buy
12/26,6515,國泰-館前,0038003800380041,0,12,-12,0.89,5,sell
12/26,6515,港商野村,1560,48,2,46,3.41,6,buy
12/26,6515,元大-中壢,9834,1,13,-12,0.89,6,sell
12/26,6515,美商高盛,1480,45,13,32,2.37,7,buy
12/26,6515,元大-莒光,003900380031004c,0,10,-10,0.74,7,sell
12/26,6515,富邦-台北,9623,28,1,27,2.0,8,buy
12/26,6515,新光,8560,0,10,-10,0.74,8,sell
12/26,6515,凱基,9200,22,2,20,1.48,9,buy
12/26,6515,元大-高雄,003900380031006d,0,9,-9,0.67,9,sell
12/26,6515,摩根大通,8440,52,33,19,1.41,10,buy
12/26,6515,凱基-中壢,9285,1,10,-9,0.67,10,sell
12/26,6515,群益金鼎-台北,0039003100380058,15,0,15,1.11,11,buy
12/26,6515,永豐金-桃園,0039004100390078,0,8,-8,0.59,11,sell
12/26,6515,富邦-板橋,9655,11,2,9,0.67,12,buy
12/26,6515,群益金鼎-開元,9134,0,8,-8,0.59,12,sell
12/26,6515,凱基-站前,0039003200300046,13,6,7,0.52,13,buy
12/26,6515,玉山-嘉義,8848,0,7,-7,0.52,13,sell
12/26,6515,永豐金-員林,0039004100390043,7,0,7,0.52,14,buy
12/26,6515,元大-汐止,0039003800390051,0,6,-6,0.44,14,sell
12/26,6515,台灣摩根士丹利,1470,10,4,6,0.44,15,buy
12/26,6515,康和-高雄,003800340035004a,0,6,-6,0.44,15,sell
12/26,6139,美商高盛,1480,625,366,259,3.96,1,buy
12/26,6139,摩根大通,8440,192,530,-338,5.17,1,sell
12/26,6139,元富-林園,5927,150,11,139,2.13,2,buy
12/26,6139,聯邦商銀,8580,33,153,-120,1.84,2,sell
12/26,6139,新加坡商瑞銀,1650,225,95,130,1.99,3,buy
12/26,6139,美好-富順,003500320036004b,0,103,-103,1.58,3,sell
12/26,6139,國泰證券,8880,157,32,125,1.91,4,buy
12/26,6139,國票-安和,003700370039005a,2,82,-80,1.22,4,sell
12/26,6139,凱基-信義,9216,146,47,99,1.51,5,buy
12/26,6139,統一-南京,0035003800350055,8,88,-80,1.22,5,sell
12/26,6139,港商野村,1560,83,0,83,1.27,6,buy
12/26,6139,凱基-台北,9268,498,573,-75,1.15,6,sell
12/26,6139,永豐金證券,0039004100300030,157,76,81,1.24,7,buy
12/26,6139,凱基-竹北,9234,7,77,-70,1.07,7,sell
12/26,6139,中國信託,6160,69,10,59,0.9,8,buy
12/26,6139,美林,1440,51,93,-42,0.64,8,sell
12/26,6139,統一,5850,67,14,53,0.81,9,buy
12/26,6139,永豐金-復興,003900410039005a,3,38,-35,0.54,9,sell
12/26,6139,凱基,9200,64,12,52,0.8,10,buy
12/26,6139,兆豐-大安,003700300030006a,0,30,-30,0.46,10,sell
12/26,6139,統一-敦南,5852,43,2,41,0.63,11,buy
12/26,6139,富邦-台北,9623,6,30,-24,0.37,11,sell
12/26,6139,元富-桃園,0035003900320076,49,9,40,0.61,12,buy
12/26,6139,元大-板橋三民,9879,10,32,-22,0.34,12,sell
12/26,6139,元大-北三重,0039003800390056,34,2,32,0.49,13,buy
12/26,6139,富邦-公益,0039003600310046,6,27,-21,0.32,13,sell
12/26,6139,富邦證券,9600,53,21,32,0.49,14,buy
12/26,6139,元大-旗山,003900380031006e,3,23,-20,0.31,14,sell
12/26,6139,元大-忠孝,9871,42,11,31,0.47,15,buy
12/26,6139,港商麥格理,1360,0,19,-19,0.29,15,sell
12/26,3017,新加坡商瑞銀,1650,658,53,605,24.27,1,buy
12/26,3017,宏遠證券,1260,0,75,-75,3.01,1,sell
12/26,3017,凱基-台北,9268,198,46,152,6.1,2,buy
12/26,3017,統一-土城,0035003800350059,4,55,-51,2.05,2,sell
12/26,3017,美商高盛,1480,233,126,107,4.29,3,buy
12/26,3017,美林,1440,40,72,-32,1.28,3,sell
12/26,3017,元富,5920,58,5,53,2.13,4,buy
12/26,3017,國泰-敦南,8888,20,46,-26,1.04,4,sell
12/26,3017,國票-敦北法人,0037003700390063,33,0,33,1.32,5,buy
12/26,3017,台新證券,8150,9,34,-25,1.0,5,sell
12/26,3017,摩根大通,8440,56,27,29,1.16,6,buy
12/26,3017,台新-松江,8158,0,18,-18,0.72,6,sell
12/26,3017,台新-高雄,0038003100350041,25,7,18,0.72,7,buy
12/26,3017,富邦證券,9600,8,25,-17,0.68,7,sell
12/26,3017,康和-延平,8451,10,0,10,0.4,8,buy
12/26,3017,國泰-新莊,8886,2,16,-14,0.56,8,sell
12/26,3017,土銀-新竹,1035,9,0,9,0.36,9,buy
12/26,3017,元大-北府,0039003800300044,2,14,-12,0.48,9,sell
12/26,3017,元大-文心,9868,10,1,9,0.36,10,buy
12/26,3017,元富-敦南,0035003900320051,0,12,-12,0.48,10,sell
12/26,3017,華南永昌,9300,12,6,6,0.24,11,buy
12/26,3017,元大-鳳中,0039003800350043,0,11,-11,0.44,11,sell
12/26,3017,凱基-士林,9238,6,1,5,0.2,12,buy
12/26,3017,華南永昌-台中,9302,3,14,-11,0.44,12,sell
12/26,3017,日茂,5960,5,0,5,0.2,13,buy
12/26,3017,元富-宜蘭,0035003900320055,0,11,-11,0.44,13,sell
12/26,3017,元富-林園,5927,5,0,5,0.2,14,buy
12/26,3017,兆豐證券,7000,9,20,-11,0.44,14,sell
12/26,3017,富邦-陽明,9604,6,1,5,0.2,15,buy
12/26,3017,國泰證券,8880,1,12,-11,0.44,15,sell
12/26,3189,康和,8450,1331,50,1281,5.36,1,buy
12/26,3189,元富-板橋,0035003900320062,54,450,-396,1.66,1,sell
12/26,3189,港商野村,1560,992,0,992,4.15,2,buy
12/26,3189,富邦-新店,9661,17,351,-334,1.4,2,sell
12/26,3189,新加坡商瑞銀,1650,1721,746,975,4.08,3,buy
12/26,3189,第一金-新興,0035003300380041,8,209,-201,0.84,3,sell
12/26,3189,美商高盛,1480,1573,609,964,4.03,4,buy
12/26,3189,華南永昌-林口,9317,2,176,-174,0.73,4,sell
12/26,3189,摩根大通,8440,880,112,768,3.21,5,buy
12/26,3189,國泰-敦南,8888,524,687,-163,0.68,5,sell
12/26,3189,凱基-台北,9268,2071,1318,753,3.15,6,buy
12/26,3189,國票-天祥,0037003700390056,7,131,-124,0.52,6,sell
12/26,3189,美林,1440,574,48,526,2.2,7,buy
